leaf,count
"('i38', 'e10', 'c7', 'p22', 'l3')",153
"('i14', 'e13', 'c5', 'p30', 'l3')",153
"('i33', 'e04', 'c1', 'p07', 'l3')",153
"('i47', 'e04', 'c1', 'p19', 'l3')",152
"('i38', 'e12', 'c1', 'p30', 'l3')",152
"('i74', 'e08', 'c5', 'p29', 'l3')",152
"('i05', 'e11', 'c1', 'p29', 'l3')",152
"('i12', 'e09', 'c5', 'p02', 'l3')",152
"('i29', 'e01', 'c5', 'p12', 'l3')",152
"('i27', 'e10', 'c5', 'p01', 'l3')",152
"('i17', 'e04', 'c3', 'p29', 'l3')",152
"('i14', 'e13', 'c5', 'p26', 'l3')",152
"('i34', 'e03', 'c3', 'p21', 'l3')",151
"('i32', 'e11', 'c5', 'p03', 'l3')",151
"('i09', 'e01', 'c5', 'p28', 'l3')",151
"('i20', 'e01', 'c5', 'p19', 'l3')",151
"('i20', 'e04', 'c5', 'p13', 'l3')",151
"('i74', 'e08', 'c5', 'p06', 'l3')",151
"('i34', 'e08', 'c3', 'p15', 'l3')",151
"('i03', 'e09', 'c5', 'p28', 'l3')",151
"('i32', 'e11', 'c5', 'p09', 'l3')",151
"('i63', 'e08', 'c1', 'p03', 'l3')",151
"('i38', 'e04', 'c1', 'p34', 'l1')",150
"('i38', 'e12', 'c4', 'p24', 'l3')",150
"('i05', 'e07', 'c1', 'p26', 'l3')",150
"('i67', 'e04', 'c5', 'p15', 'l3')",150
"('i32', 'e08', 'c5', 'p29', 'l3')",150
"('i34', 'e03', 'c3', 'p13', 'l3')",150
"('i23', 'e01', 'c5', 'p31', 'l3')",150
"('i06', 'e10', 'c3', 'p12', 'l2')",150
"('i34', 'e08', 'c3', 'p05', 'l3')",149
"('i67', 'e09', 'c5', 'p15', 'l3')",149
"('i74', 'e08', 'c5', 'p24', 'l3')",149
"('i43', 'e07', 'c1', 'p12', 'l3')",149
"('i13', 'e09', 'c5', 'p21', 'l3')",149
"('i13', 'e04', 'c5', 'p06', 'l3')",149
"('i44', 'e01', 'c3', 'p24', 'l3')",149
"('i89', 'e01', 'c1', 'p11', 'l3')",148
"('i29', 'e01', 'c5', 'p04', 'l3')",148
"('i05', 'e11', 'c1', 'p13', 'l3')",148
"('i14', 'e09', 'c3', 'p02', 'l3')",148
"('i20', 'e09', 'c5', 'p15', 'l3')",148
"('i65', 'e08', 'c3', 'p10', 'l3')",148
"('i32', 'e11', 'c5', 'p23', 'l3')",148
"('i12', 'e01', 'c5', 'p28', 'l3')",148
"('i05', 'e03', 'c1', 'p26', 'l3')",148
"('i06', 'e01', 'c3', 'p32', 'l3')",148
"('i32', 'e04', 'c5', 'p19', 'l3')",148
"('i13', 'e10', 'c5', 'p08', 'l3')",148
"('i33', 'e03', 'c1', 'p14', 'l3')",148
"('i38', 'e07', 'c4', 'p07', 'l2')",147
"('i46', 'e08', 'c1', 'p34', 'l3')",147
"('i29', 'e01', 'c5', 'p19', 'l3')",147
"('i46', 'e06', 'c1', 'p08', 'l3')",147
"('i06', 'e01', 'c3', 'p08', 'l3')",147
"('i09', 'e04', 'c5', 'p23', 'l3')",147
"('i06', 'e10', 'c3', 'p32', 'l1')",147
"('i05', 'e11', 'c1', 'p12', 'l3')",147
"('i27', 'e08', 'c5', 'p06', 'l3')",147
"('i76', 'e04', 'c5', 'p21', 'l3')",147
"('i12', 'e01', 'c5', 'p32', 'l3')",147
"('i42', 'e12', 'c5', 'p12', 'l3')",147
"('i27', 'e04', 'c5', 'p23', 'l3')",147
"('i67', 'e09', 'c5', 'p14', 'l3')",146
"('i01', 'e11', 'c1', 'p20', 'l3')",146
"('i11', 'e05', 'c4', 'p15', 'l3')",146
"('i06', 'e10', 'c3', 'p04', 'l2')",146
"('i07', 'e09', 'c5', 'p28', 'l3')",146
"('i13', 'e09', 'c5', 'p07', 'l3')",146
"('i46', 'e01', 'c4', 'p26', 'l3')",145
"('i09', 'e01', 'c5', 'p08', 'l3')",145
"('i14', 'e09', 'c3', 'p29', 'l3')",145
"('i14', 'e01', 'c3', 'p05', 'l3')",145
"('i27', 'e01', 'c5', 'p08', 'l3')",145
"('i16', 'e11', 'c5', 'p18', 'l3')",145
"('i31', 'e08', 'c1', 'p05', 'l3')",145
"('i07', 'e01', 'c5', 'p28', 'l3')",145
"('i33', 'e09', 'c1', 'p07', 'l3')",145
"('i05', 'e05', 'c1', 'p13', 'l3')",144
"('i24', 'e07', 'c1', 'p19', 'l3')",144
"('i20', 'e08', 'c5', 'p21', 'l3')",144
"('i06', 'e10', 'c3', 'p29', 'l2')",144
"('i57', 'e12', 'c2', 'p10', 'l3')",144
"('i67', 'e08', 'c5', 'p05', 'l3')",144
"('i24', 'e08', 'c1', 'p03', 'l3')",144
"('i95', 'e05', 'c5', 'p35', 'l3')",144
"('i33', 'e08', 'c1', 'p17', 'l3')",144
"('i14', 'e02', 'c5', 'p01', 'l3')",143
"('i38', 'e07', 'c4', 'p15', 'l2')",143
"('i16', 'e05', 'c5', 'p05', 'l3')",143
"('i11', 'e05', 'c4', 'p02', 'l3')",143
"('i13', 'e01', 'c5', 'p12', 'l3')",143
"('i46', 'e04', 'c4', 'p32', 'l3')",142
"('i20', 'e08', 'c5', 'p13', 'l3')",142
"('i14', 'e02', 'c5', 'p05', 'l3')",142
"('i14', 'e05', 'c5', 'p31', 'l3')",142
"('i07', 'e01', 'c5', 'p06', 'l3')",142
"('i20', 'e04', 'c5', 'p18', 'l3')",142
"('i12', 'e09', 'c5', 'p28', 'l3')",142
"('i38', 'e10', 'c7', 'p17', 'l3')",142
"('i16', 'e09', 'c5', 'p35', 'l3')",142
"('i42', 'e02', 'c5', 'p26', 'l3')",142
"('i41', 'e12', 'c1', 'p07', 'l3')",142
"('i32', 'e11', 'c5', 'p29', 'l3')",142
"('i29', 'e09', 'c5', 'p04', 'l3')",142
"('i38', 'e07', 'c4', 'p05', 'l2')",142
"('i23', 'e12', 'c5', 'p19', 'l3')",142
"('i41', 'e13', 'c1', 'p11', 'l3')",142
"('i19', 'e11', 'c5', 'p03', 'l3')",142
"('i14', 'e13', 'c5', 'p31', 'l3')",142
"('i20', 'e08', 'c5', 'p23', 'l3')",141
"('i42', 'e02', 'c3', 'p35', 'l3')",141
"('i13', 'e04', 'c5', 'p08', 'l3')",141
"('i41', 'e12', 'c1', 'p15', 'l3')",141
"('i31', 'e11', 'c1', 'p29', 'l3')",141
"('i32', 'e08', 'c5', 'p02', 'l3')",141
"('i33', 'e09', 'c1', 'p01', 'l3')",141
"('i46', 'e06', 'c1', 'p06', 'l3')",140
"('i01', 'e01', 'c1', 'p33', 'l3')",140
"('i46', 'e01', 'c4', 'p30', 'l3')",140
"('i11', 'e05', 'c4', 'p21', 'l3')",140
"('i41', 'e12', 'c1', 'p12', 'l3')",140
"('i66', 'e04', 'c3', 'p28', 'l3')",140
"('i06', 'e12', 'c3', 'p08', 'l3')",140
"('i38', 'e10', 'c7', 'p23', 'l3')",140
"('i33', 'e03', 'c1', 'p09', 'l3')",140
"('i05', 'e05', 'c1', 'p12', 'l3')",139
"('i38', 'e12', 'c4', 'p06', 'l3')",139
"('i96', 'e04', 'c5', 'p35', 'l3')",139
"('i20', 'e08', 'c5', 'p17', 'l3')",139
"('i74', 'e08', 'c5', 'p07', 'l3')",139
"('i16', 'e05', 'c5', 'p15', 'l3')",139
"('i03', 'e08', 'c5', 'p28', 'l3')",139
"('i41', 'e12', 'c1', 'p03', 'l3')",139
"('i27', 'e08', 'c5', 'p14', 'l3')",139
"('i23', 'e12', 'c5', 'p35', 'l3')",139
"('i25', 'e08', 'c5', 'p11', 'l3')",139
"('i04', 'e09', 'c3', 'p10', 'l3')",139
"('i67', 'e09', 'c5', 'p17', 'l3')",138
"('i42', 'e12', 'c5', 'p18', 'l3')",138
"('i14', 'e04', 'c3', 'p16', 'l3')",138
"('i06', 'e11', 'c3', 'p20', 'l2')",138
"('i13', 'e04', 'c5', 'p14', 'l3')",138
"('i27', 'e01', 'c3', 'p22', 'l3')",138
"('i07', 'e04', 'c5', 'p25', 'l3')",138
"('i32', 'e08', 'c5', 'p18', 'l3')",138
"('i05', 'e05', 'c1', 'p21', 'l3')",138
"('i42', 'e02', 'c3', 'p10', 'l3')",138
"('i07', 'e04', 'c5', 'p14', 'l3')",138
"('i14', 'e09', 'c3', 'p05', 'l3')",138
"('i14', 'e04', 'c3', 'p13', 'l3')",138
"('i25', 'e08', 'c5', 'p03', 'l3')",137
"('i05', 'e03', 'c4', 'p10', 'l3')",137
"('i10', 'e05', 'c3', 'p04', 'l3')",137
"('i23', 'e05', 'c5', 'p01', 'l3')",137
"('i38', 'e11', 'c7', 'p03', 'l2')",137
"('i01', 'e11', 'c1', 'p09', 'l3')",137
"('i66', 'e01', 'c3', 'p05', 'l3')",137
"('i30', 'e01', 'c1', 'p31', 'l3')",137
"('i06', 'e10', 'c3', 'p25', 'l1')",137
"('i02', 'e04', 'c4', 'p11', 'l3')",137
"('i02', 'e05', 'c1', 'p17', 'l3')",137
"('i23', 'e12', 'c5', 'p12', 'l3')",137
"('i48', 'e08', 'c1', 'p28', 'l3')",137
"('i42', 'e12', 'c5', 'p02', 'l3')",137
"('i14', 'e08', 'c3', 'p30', 'l3')",137
"('i14', 'e02', 'c5', 'p11', 'l3')",136
"('i14', 'e08', 'c8', 'p19', 'l3')",136
"('i13', 'e10', 'c5', 'p17', 'l3')",136
"('i21', 'e12', 'c1', 'p20', 'l3')",136
"('i21', 'e12', 'c1', 'p32', 'l3')",136
"('i09', 'e09', 'c5', 'p28', 'l3')",136
"('i05', 'e06', 'c4', 'p10', 'l3')",136
"('i42', 'e12', 'c5', 'p04', 'l3')",135
"('i46', 'e12', 'c4', 'p35', 'l3')",135
"('i05', 'e11', 'c1', 'p15', 'l3')",135
"('i06', 'e09', 'c3', 'p08', 'l2')",135
"('i16', 'e09', 'c5', 'p26', 'l3')",135
"('i07', 'e11', 'c5', 'p21', 'l3')",135
"('i01', 'e11', 'c1', 'p32', 'l3')",135
"('i38', 'e08', 'c4', 'p31', 'l2')",135
"('i34', 'e05', 'c5', 'p04', 'l3')",135
"('i25', 'e10', 'c5', 'p18', 'l4')",135
"('i25', 'e08', 'c5', 'p28', 'l3')",135
"('i33', 'e10', 'c1', 'p21', 'l3')",135
"('i25', 'e04', 'c5', 'p21', 'l3')",134
"('i29', 'e01', 'c5', 'p21', 'l3')",134
"('i23', 'e08', 'c5', 'p20', 'l3')",134
"('i48', 'e11', 'c4', 'p06', 'l3')",134
"('i19', 'e03', 'c5', 'p03', 'l3')",134
"('i02', 'e09', 'c4', 'p04', 'l3')",133
"('i20', 'e04', 'c5', 'p08', 'l3')",133
"('i23', 'e09', 'c5', 'p26', 'l3')",133
"('i89', 'e01', 'c1', 'p21', 'l3')",133
"('i14', 'e01', 'c3', 'p23', 'l3')",133
"('i38', 'e11', 'c7', 'p01', 'l2')",133
"('i27', 'e04', 'c5', 'p08', 'l3')",133
"('i13', 'e03', 'c5', 'p31', 'l3')",132
"('i87', 'e04', 'c5', 'p35', 'l3')",132
"('i20', 'e04', 'c5', 'p12', 'l3')",132
"('i19', 'e11', 'c5', 'p12', 'l3')",132
"('i32', 'e08', 'c5', 'p11', 'l3')",132
"('i16', 'e05', 'c5', 'p29', 'l3')",132
"('i13', 'e09', 'c5', 'p24', 'l3')",132
"('i38', 'e10', 'c7', 'p22', 'l4')",132
"('i33', 'e08', 'c1', 'p13', 'l3')",132
"('i03', 'e04', 'c5', 'p20', 'l3')",131
"('i20', 'e05', 'c5', 'p15', 'l3')",131
"('i25', 'e03', 'c5', 'p29', 'l3')",131
"('i02', 'e05', 'c1', 'p21', 'l3')",131
"('i47', 'e01', 'c1', 'p10', 'l3')",130
"('i46', 'e06', 'c1', 'p14', 'l3')",130
"('i34', 'e08', 'c3', 'p07', 'l3')",130
"('i27', 'e04', 'c3', 'p22', 'l3')",130
"('i12', 'e09', 'c5', 'p32', 'l3')",130
"('i16', 'e11', 'c5', 'p08', 'l3')",130
"('i67', 'e01', 'c5', 'p02', 'l3')",130
"('i02', 'e05', 'c1', 'p12', 'l3')",130
"('i42', 'e12', 'c5', 'p13', 'l3')",130
"('i41', 'e13', 'c1', 'p01', 'l3')",130
"('i38', 'e06', 'c4', 'p26', 'l3')",130
"('i38', 'e12', 'c4', 'p08', 'l3')",129
"('i14', 'e11', 'c3', 'p20', 'l3')",129
"('i29', 'e04', 'c5', 'p01', 'l3')",129
"('i31', 'e12', 'c1', 'p19', 'l3')",129
"('i05', 'e01', 'c1', 'p30', 'l3')",129
"('i22', 'e02', 'c5', 'p08', 'l3')",129
"('i01', 'e11', 'c1', 'p08', 'l3')",129
"('i22', 'e05', 'c5', 'p04', 'l3')",129
"('i27', 'e10', 'c5', 'p11', 'l3')",129
"('i13', 'e12', 'c5', 'p23', 'l3')",129
"('i07', 'e11', 'c5', 'p03', 'l3')",129
"('i06', 'e01', 'c3', 'p20', 'l3')",129
"('i13', 'e01', 'c5', 'p24', 'l3')",129
"('i95', 'e01', 'c5', 'p35', 'l3')",129
"('i33', 'e03', 'c1', 'p08', 'l3')",129
"('i14', 'e02', 'c5', 'p29', 'l3')",128
"('i20', 'e08', 'c5', 'p08', 'l3')",128
"('i07', 'e09', 'c5', 'p06', 'l3')",128
"('i06', 'e12', 'c3', 'p22', 'l3')",128
"('i12', 'e12', 'c5', 'p13', 'l3')",128
"('i48', 'e08', 'c1', 'p07', 'l3')",128
"('i05', 'e01', 'c4', 'p11', 'l3')",128
"('i02', 'e11', 'c1', 'p18', 'l3')",128
"('i07', 'e01', 'c5', 'p32', 'l3')",127
"('i14', 'e02', 'c5', 'p17', 'l3')",127
"('i19', 'e08', 'c5', 'p12', 'l3')",127
"('i01', 'e01', 'c1', 'p31', 'l3')",127
"('i07', 'e11', 'c5', 'p12', 'l3')",127
"('i27', 'e10', 'c5', 'p07', 'l3')",127
"('i48', 'e04', 'c1', 'p01', 'l3')",127
"('i33', 'e01', 'c1', 'p03', 'l3')",127
"('i01', 'e11', 'c1', 'p23', 'l3')",126
"('i11', 'e09', 'c4', 'p03', 'l3')",126
"('i59', 'e08', 'c5', 'p21', 'l3')",126
"('i48', 'e08', 'c1', 'p13', 'l3')",126
"('i16', 'e05', 'c5', 'p13', 'l3')",126
"('i34', 'e05', 'c5', 'p06', 'l3')",126
"('i25', 'e03', 'c5', 'p17', 'l3')",126
"('i42', 'e12', 'c5', 'p06', 'l3')",126
"('i14', 'e12', 'c3', 'p10', 'l3')",126
"('i33', 'e01', 'c1', 'p01', 'l3')",126
"('i89', 'e09', 'c1', 'p11', 'l3')",125
"('i06', 'e10', 'c3', 'p06', 'l2')",125
"('i05', 'e05', 'c1', 'p17', 'l3')",125
"('i38', 'e10', 'c7', 'p17', 'l4')",125
"('i09', 'e01', 'c5', 'p14', 'l3')",125
"('i45', 'e04', 'c1', 'p35', 'l3')",125
"('i22', 'e02', 'c5', 'p21', 'l3')",125
"('i38', 'e10', 'c7', 'p23', 'l4')",125
"('i02', 'e06', 'c1', 'p13', 'l3')",124
"('i14', 'e09', 'c3', 'p23', 'l3')",124
"('i23', 'e05', 'c5', 'p07', 'l3')",124
"('i52', 'e01', 'c3', 'p35', 'l3')",124
"('i07', 'e01', 'c5', 'p08', 'l3')",124
"('i13', 'e04', 'c5', 'p32', 'l3')",124
"('i27', 'e09', 'c5', 'p23', 'l3')",124
"('i32', 'e01', 'c5', 'p19', 'l3')",124
"('i06', 'e09', 'c3', 'p32', 'l2')",124
"('i07', 'e11', 'c5', 'p13', 'l3')",124
"('i48', 'e08', 'c1', 'p05', 'l3')",124
"('i09', 'e04', 'c5', 'p02', 'l3')",123
"('i23', 'e11', 'c5', 'p19', 'l3')",123
"('i05', 'e12', 'c4', 'p11', 'l3')",123
"('i38', 'e12', 'c4', 'p29', 'l3')",123
"('i14', 'e11', 'c3', 'p32', 'l3')",123
"('i17', 'e09', 'c3', 'p19', 'l3')",123
"('i74', 'e08', 'c5', 'p03', 'l3')",123
"('i32', 'e04', 'c5', 'p21', 'l3')",123
"('i43', 'e11', 'c1', 'p03', 'l3')",122
"('i25', 'e12', 'c5', 'p21', 'l3')",122
"('i07', 'e02', 'c5', 'p35', 'l3')",122
"('i14', 'e05', 'c3', 'p35', 'l3')",122
"('i38', 'e10', 'c4', 'p31', 'l1')",122
"('i07', 'e09', 'c5', 'p08', 'l3')",122
"('i32', 'e08', 'c5', 'p24', 'l3')",122
"('i01', 'e11', 'c1', 'p06', 'l3')",122
"('i41', 'e12', 'c1', 'p24', 'l3')",122
"('i12', 'e01', 'c5', 'p25', 'l3')",122
"('i19', 'e03', 'c3', 'p10', 'l3')",122
"('i33', 'e03', 'c1', 'p29', 'l3')",122
"('i25', 'e11', 'c5', 'p04', 'l3')",121
"('i34', 'e08', 'c3', 'p03', 'l3')",121
"('i11', 'e01', 'c4', 'p03', 'l3')",121
"('i13', 'e12', 'c5', 'p09', 'l3')",121
"('i38', 'e07', 'c4', 'p11', 'l2')",121
"('i27', 'e10', 'c5', 'p17', 'l3')",121
"('i14', 'e01', 'c3', 'p16', 'l3')",121
"('i48', 'e08', 'c1', 'p04', 'l3')",121
"('i33', 'e08', 'c1', 'p02', 'l3')",121
"('i33', 'e04', 'c1', 'p01', 'l3')",121
"('i03', 'e01', 'c5', 'p20', 'l3')",120
"('i06', 'e01', 'c3', 'p28', 'l3')",120
"('i104', 'e05', 'c5', 'p15', 'l3')",120
"('i06', 'e12', 'c3', 'p28', 'l3')",120
"('i20', 'e08', 'c5', 'p05', 'l3')",120
"('i43', 'e01', 'c1', 'p31', 'l3')",120
"('i34', 'e03', 'c3', 'p04', 'l3')",120
"('i07', 'e04', 'c5', 'p23', 'l3')",120
"('i67', 'e09', 'c5', 'p22', 'l3')",120
"('i32', 'e08', 'c5', 'p16', 'l3')",120
"('i25', 'e11', 'c5', 'p01', 'l3')",120
"('i06', 'e04', 'c3', 'p20', 'l1')",120
"('i14', 'e04', 'c3', 'p08', 'l3')",120
"('i34', 'e03', 'c3', 'p16', 'l3')",119
"('i46', 'e08', 'c4', 'p26', 'l3')",119
"('i06', 'e10', 'c3', 'p30', 'l4')",119
"('i38', 'e10', 'c4', 'p33', 'l4')",119
"('i67', 'e01', 'c5', 'p15', 'l3')",119
"('i34', 'e05', 'c5', 'p24', 'l3')",119
"('i67', 'e08', 'c5', 'p21', 'l3')",119
"('i24', 'e08', 'c1', 'p01', 'l3')",119
"('i02', 'e05', 'c1', 'p16', 'l3')",119
"('i13', 'e12', 'c5', 'p25', 'l3')",119
"('i42', 'e12', 'c5', 'p14', 'l3')",119
"('i03', 'e01', 'c5', 'p09', 'l3')",119
"('i66', 'e09', 'c3', 'p13', 'l3')",119
"('i14', 'e01', 'c3', 'p08', 'l3')",119
"('i46', 'e13', 'c4', 'p35', 'l3')",119
"('i05', 'e09', 'c1', 'p30', 'l3')",118
"('i14', 'e05', 'c5', 'p30', 'l3')",118
"('i02', 'e05', 'c1', 'p29', 'l3')",118
"('i20', 'e02', 'c5', 'p19', 'l3')",118
"('i37', 'e11', 'c5', 'p33', 'l3')",118
"('i05', 'e12', 'c1', 'p33', 'l3')",118
"('i67', 'e04', 'c5', 'p17', 'l3')",118
"('i59', 'e04', 'c5', 'p12', 'l3')",118
"('i07', 'e01', 'c5', 'p22', 'l3')",118
"('i41', 'e12', 'c1', 'p05', 'l3')",118
"('i14', 'e01', 'c3', 'p12', 'l3')",118
"('i71', 'e09', 'c1', 'p10', 'l3')",118
"('i111', 'e08', 'c1', 'p10', 'l3')",118
"('i84', 'e08', 'c1', 'p35', 'l3')",118
"('i05', 'e12', 'c4', 'p19', 'l3')",117
"('i42', 'e05', 'c5', 'p27', 'l3')",117
"('i05', 'e05', 'c1', 'p01', 'l3')",117
"('i67', 'e04', 'c5', 'p01', 'l3')",117
"('i12', 'e01', 'c5', 'p20', 'l3')",117
"('i74', 'e04', 'c5', 'p05', 'l3')",117
"('i43', 'e09', 'c4', 'p35', 'l3')",117
"('i21', 'e05', 'c1', 'p21', 'l3')",117
"('i38', 'e05', 'c4', 'p01', 'l1')",117
"('i02', 'e05', 'c1', 'p05', 'l3')",117
"('i67', 'e04', 'c5', 'p02', 'l3')",117
"('i02', 'e04', 'c4', 'p25', 'l3')",117
"('i11', 'e05', 'c4', 'p17', 'l3')",117
"('i24', 'e08', 'c1', 'p32', 'l3')",117
"('i33', 'e09', 'c1', 'p03', 'l3')",117
"('i06', 'e09', 'c3', 'p28', 'l2')",116
"('i14', 'e05', 'c5', 'p26', 'l3')",116
"('i20', 'e08', 'c5', 'p16', 'l3')",116
"('i46', 'e05', 'c1', 'p10', 'l3')",116
"('i32', 'e11', 'c5', 'p02', 'l3')",116
"('i06', 'e05', 'c3', 'p35', 'l1')",116
"('i42', 'e05', 'c3', 'p04', 'l3')",116
"('i63', 'e10', 'c1', 'p12', 'l3')",116
"('i33', 'e10', 'c1', 'p15', 'l3')",116
"('i48', 'e11', 'c4', 'p18', 'l3')",116
"('i01', 'e05', 'c1', 'p10', 'l3')",115
"('i74', 'e09', 'c5', 'p10', 'l3')",115
"('i07', 'e11', 'c5', 'p11', 'l3')",115
"('i14', 'e01', 'c3', 'p04', 'l3')",115
"('i74', 'e04', 'c5', 'p15', 'l3')",115
"('i14', 'e04', 'c3', 'p18', 'l3')",115
"('i34', 'e04', 'c3', 'p10', 'l3')",115
"('i27', 'e09', 'c5', 'p08', 'l3')",115
"('i67', 'e08', 'c5', 'p24', 'l3')",115
"('i66', 'e09', 'c3', 'p05', 'l3')",115
"('i49', 'e04', 'c1', 'p19', 'l3')",115
"('i21', 'e09', 'c1', 'p20', 'l3')",115
"('i13', 'e01', 'c5', 'p02', 'l3')",115
"('i13', 'e01', 'c5', 'p17', 'l3')",115
"('i13', 'e05', 'c5', 'p01', 'l3')",115
"('i02', 'e04', 'c4', 'p09', 'l3')",115
"('i119', 'e05', 'c5', 'p35', 'l3')",115
"('i06', 'e10', 'c3', 'p14', 'l2')",114
"('i34', 'e05', 'c5', 'p18', 'l3')",114
"('i20', 'e08', 'c5', 'p12', 'l3')",114
"('i49', 'e10', 'c4', 'p33', 'l3')",114
"('i14', 'e08', 'c8', 'p15', 'l3')",114
"('i43', 'e12', 'c1', 'p09', 'l3')",114
"('i42', 'e12', 'c5', 'p25', 'l3')",114
"('i43', 'e09', 'c1', 'p31', 'l3')",114
"('i11', 'e09', 'c4', 'p19', 'l3')",114
"('i21', 'e03', 'c1', 'p26', 'l3')",114
"('i27', 'e08', 'c5', 'p28', 'l3')",114
"('i64', 'e05', 'c3', 'p35', 'l3')",114
"('i05', 'e08', 'c1', 'p33', 'l3')",114
"('i48', 'e08', 'c1', 'p16', 'l3')",113
"('i23', 'e11', 'c5', 'p04', 'l3')",113
"('i48', 'e08', 'c1', 'p29', 'l3')",113
"('i20', 'e04', 'c5', 'p07', 'l3')",113
"('i38', 'e05', 'c4', 'p19', 'l1')",113
"('i74', 'e09', 'c5', 'p15', 'l3')",113
"('i05', 'e07', 'c4', 'p35', 'l3')",113
"('i06', 'e10', 'c3', 'p09', 'l2')",113
"('i41', 'e11', 'c1', 'p25', 'l3')",113
"('i02', 'e01', 'c4', 'p10', 'l3')",113
"('i41', 'e12', 'c1', 'p13', 'l3')",113
"('i03', 'e10', 'c5', 'p28', 'l3')",113
"('i31', 'e11', 'c1', 'p21', 'l3')",113
"('i13', 'e12', 'c5', 'p28', 'l3')",113
"('i34', 'e03', 'c3', 'p11', 'l3')",113
"('i14', 'e09', 'c3', 'p13', 'l3')",113
"('i41', 'e13', 'c1', 'p03', 'l3')",113
"('i45', 'e04', 'c1', 'p07', 'l3')",113
"('i36', 'e08', 'c3', 'p35', 'l3')",113
"('i23', 'e10', 'c5', 'p01', 'l3')",113
"('i33', 'e10', 'c1', 'p13', 'l3')",113
"('i72', 'e01', 'c1', 'p10', 'l3')",112
"('i31', 'e08', 'c1', 'p18', 'l3')",112
"('i14', 'e09', 'c3', 'p04', 'l3')",112
"('i09', 'e05', 'c5', 'p35', 'l3')",112
"('i13', 'e11', 'c5', 'p26', 'l3')",112
"('i43', 'e07', 'c1', 'p11', 'l3')",112
"('i25', 'e01', 'c5', 'p10', 'l3')",112
"('i07', 'e08', 'c5', 'p20', 'l3')",112
"('i24', 'e01', 'c1', 'p06', 'l3')",112
"('i32', 'e11', 'c5', 'p14', 'l3')",112
"('i67', 'e01', 'c5', 'p22', 'l3')",112
"('i11', 'e01', 'c4', 'p19', 'l3')",112
"('i43', 'e03', 'c1', 'p14', 'l3')",112
"('i38', 'e10', 'c7', 'p23', 'l2')",112
"('i74', 'e04', 'c5', 'p11', 'l3')",112
"('i13', 'e09', 'c5', 'p12', 'l3')",112
"('i46', 'e09', 'c1', 'p34', 'l3')",111
"('i34', 'e04', 'c5', 'p33', 'l3')",111
"('i34', 'e08', 'c3', 'p17', 'l3')",111
"('i14', 'e02', 'c5', 'p35', 'l3')",111
"('i05', 'e11', 'c1', 'p16', 'l3')",111
"('i12', 'e12', 'c5', 'p11', 'l3')",111
"('i14', 'e02', 'c5', 'p24', 'l3')",111
"('i74', 'e04', 'c5', 'p16', 'l3')",111
"('i13', 'e04', 'c5', 'p09', 'l3')",111
"('i68', 'e09', 'c1', 'p10', 'l3')",111
"('i13', 'e09', 'c5', 'p13', 'l3')",111
"('i42', 'e05', 'c3', 'p06', 'l3')",111
"('i67', 'e08', 'c5', 'p29', 'l3')",111
"('i17', 'e04', 'c3', 'p03', 'l3')",111
"('i14', 'e09', 'c3', 'p16', 'l3')",111
"('i46', 'e07', 'c1', 'p19', 'l3')",110
"('i01', 'e09', 'c1', 'p31', 'l3')",110
"('i32', 'e08', 'c5', 'p08', 'l3')",110
"('i25', 'e04', 'c5', 'p04', 'l3')",110
"('i13', 'e09', 'c5', 'p04', 'l3')",110
"('i14', 'e02', 'c5', 'p16', 'l3')",109
"('i38', 'e04', 'c4', 'p35', 'l1')",109
"('i87', 'e09', 'c5', 'p35', 'l3')",109
"('i14', 'e04', 'c3', 'p09', 'l3')",109
"('i89', 'e04', 'c1', 'p21', 'l3')",109
"('i13', 'e01', 'c5', 'p18', 'l3')",109
"('i34', 'e03', 'c3', 'p02', 'l3')",109
"('i02', 'e05', 'c1', 'p03', 'l3')",109
"('i32', 'e11', 'c5', 'p12', 'l3')",109
"('i27', 'e09', 'c5', 'p20', 'l3')",109
"('i83', 'e09', 'c3', 'p03', 'l3')",109
"('i32', 'e01', 'c5', 'p01', 'l3')",109
"('i27', 'e10', 'c5', 'p06', 'l3')",109
"('i14', 'e04', 'c3', 'p12', 'l3')",109
"('i14', 'e01', 'c3', 'p13', 'l3')",109
"('i95', 'e09', 'c5', 'p35', 'l3')",109
"('i33', 'e08', 'c1', 'p04', 'l3')",109
"('i05', 'e05', 'c1', 'p15', 'l3')",108
"('i89', 'e04', 'c1', 'p03', 'l3')",108
"('i12', 'e04', 'c5', 'p27', 'l3')",108
"('i42', 'e12', 'c5', 'p35', 'l3')",108
"('i25', 'e12', 'c5', 'p19', 'l3')",108
"('i17', 'e01', 'c3', 'p10', 'l3')",108
"('i01', 'e11', 'c1', 'p28', 'l3')",108
"('i32', 'e09', 'c5', 'p01', 'l3')",108
"('i65', 'e04', 'c3', 'p35', 'l3')",108
"('i32', 'e09', 'c5', 'p19', 'l3')",108
"('i81', 'e04', 'c5', 'p04', 'l3')",108
"('i63', 'e03', 'c4', 'p10', 'l3')",108
"('i33', 'e03', 'c1', 'p06', 'l3')",108
"('i09', 'e09', 'c5', 'p22', 'l3')",107
"('i20', 'e09', 'c5', 'p11', 'l3')",107
"('i38', 'e12', 'c4', 'p23', 'l3')",107
"('i67', 'e09', 'c5', 'p01', 'l3')",107
