leaf,count,diff,isWhiteNoise,max,min,mean,std,diff_smooth,isWhiteNoise_smooth,max_smooth,min_smooth,mean_smooth,std_smooth
"('i41', 'e13', 'c1', 'p16', 'l3')",23,0,0,9,0,0.012648809523809524,0.24818533397157608,0,1,0,0,0.0,0.0
"('i03', 'e11', 'c5', 'p23', 'l3')",23,0,0,12,0,0.029265873015873016,0.4651939524956483,0,1,1,0,0.000744047619047619,0.02726708660983437
"('i25', 'e03', 'c5', 'p06', 'l3')",23,0,1,2,0,0.005952380952380952,0.08008109551829588,0,1,0,0,0.0,0.0
"('i67', 'e11', 'c5', 'p10', 'l3')",23,0,0,72,0,0.08482142857142858,1.9028351257350942,0,1,4,0,0.008928571428571428,0.18344056078851168
"('i02', 'e05', 'c1', 'p20', 'l3')",23,0,1,8,0,0.009672619047619048,0.18272543144812248,0,1,0,0,0.0,0.0
"('i03', 'e05', 'c5', 'p05', 'l3')",23,0,1,4,0,0.006448412698412698,0.09686599583070483,0,1,0,0,0.0,0.0
"('i17', 'e01', 'c3', 'p24', 'l3')",23,0,1,9,0,0.011160714285714286,0.19951439550114733,0,1,0,0,0.0,0.0
"('i07', 'e05', 'c5', 'p02', 'l3')",23,0,0,4,0,0.00744047619047619,0.1176160201798541,0,1,0,0,0.0,0.0
"('i05', 'e01', 'c4', 'p09', 'l3')",23,0,0,7,0,0.01488095238095238,0.24554924205158699,0,1,0,0,0.0,0.0
"('i38', 'e07', 'c4', 'p23', 'l2')",23,0,0,6,0,0.00818452380952381,0.13614038359796776,0,1,0,0,0.0,0.0
"('i11', 'e09', 'c4', 'p18', 'l3')",23,0,0,3,0,0.006200396825396825,0.08746454791914078,0,1,0,0,0.0,0.0
"('i02', 'e09', 'c4', 'p02', 'l3')",23,0,1,2,0,0.008432539682539682,0.11754905853894058,0,1,0,0,0.0,0.0
"('i02', 'e11', 'c1', 'p31', 'l3')",23,0,1,2,0,0.005952380952380952,0.0800810955182959,0,1,0,0,0.0,0.0
"('i14', 'e12', 'c3', 'p16', 'l3')",23,0,1,1500,0,1.8943452380952381,47.3822134828208,0,1,39,0,0.026785714285714284,0.8555240583403211
"('i43', 'e05', 'c1', 'p29', 'l3')",23,0,0,2,0,0.005952380952380952,0.0800810955182959,0,1,0,0,0.0,0.0
"('i74', 'e09', 'c5', 'p04', 'l3')",23,0,0,14,0,0.01488095238095238,0.2934077045098844,0,1,0,0,0.0,0.0
"('i38', 'e08', 'c7', 'p01', 'l2')",23,0,0,30,0,0.02058531746031746,0.5408169660215959,0,0,1,0,0.004216269841269841,0.06479577848822746
"('i66', 'e09', 'c3', 'p22', 'l3')",23,0,1,6,0,0.00992063492063492,0.1648736699249383,0,1,0,0,0.0,0.0
"('i43', 'e05', 'c1', 'p04', 'l3')",23,0,1,1,0,0.005704365079365079,0.07531152168431067,0,1,0,0,0.0,0.0
"('i47', 'e01', 'c1', 'p12', 'l3')",23,0,1,5,0,0.008680555555555556,0.1397064849013849,0,1,0,0,0.0,0.0
"('i111', 'e04', 'c1', 'p09', 'l3')",23,0,0,2,0,0.006200396825396825,0.08458141283206333,0,1,0,0,0.0,0.0
"('i13', 'e09', 'c5', 'p31', 'l3')",23,0,0,11,0,0.015873015873015872,0.29671821339571625,0,1,0,0,0.0,0.0
"('i38', 'e11', 'c7', 'p24', 'l2')",23,0,0,2,0,0.005952380952380952,0.08008109551829588,0,1,0,0,0.0,0.0
"('i17', 'e05', 'c5', 'p32', 'l3')",23,0,0,7,0,0.007688492063492063,0.13976459157470317,0,1,0,0,0.0,0.0
"('i23', 'e11', 'c5', 'p16', 'l3')",23,0,0,44,0,0.024305555555555556,0.7737025198197853,0,0,2,0,0.005456349206349206,0.0860854485021398
"('i79', 'e08', 'c1', 'p01', 'l3')",23,0,1,18,0,0.023313492063492064,0.41422155540341143,0,1,1,0,0.001240079365079365,0.03519291929135276
"('i16', 'e05', 'c3', 'p02', 'l3')",23,0,0,4,0,0.008928571428571428,0.12955832654570784,0,1,0,0,0.0,0.0
"('i23', 'e11', 'c5', 'p13', 'l3')",23,0,0,9,0,0.017857142857142856,0.3080896260620842,0,1,0,0,0.0,0.0
"('i50', 'e01', 'c1', 'p22', 'l3')",23,0,1,12,0,0.022817460317460316,0.39399661389233964,0,1,1,0,0.001736111111111111,0.0416304819732007
"('i45', 'e09', 'c1', 'p14', 'l3')",23,0,0,57,0,0.022817460317460316,0.9236611924430387,0,0,2,0,0.005704365079365079,0.07853570553855198
"('i63', 'e10', 'c1', 'p01', 'l1')",23,0,0,10,0,0.016617063492063492,0.2928914152675162,0,1,0,0,0.0,0.0
"('i63', 'e07', 'c1', 'p10', 'l3')",23,0,0,30,0,0.03249007936507937,0.7082884789025057,0,0,2,0,0.004712301587301587,0.07538009878685087
"('i02', 'e09', 'c4', 'p16', 'l3')",23,0,0,3,0,0.007936507936507936,0.11545505179346156,0,1,0,0,0.0,0.0
"('i19', 'e10', 'c5', 'p12', 'l3')",23,0,0,89,0,0.09945436507936507,1.9579608814768603,0,0,5,0,0.013392857142857142,0.22891045510617483
"('i47', 'e01', 'c1', 'p18', 'l3')",23,0,0,4,0,0.00818452380952381,0.12864710281259673,0,1,0,0,0.0,0.0
"('i38', 'e10', 'c7', 'p04', 'l2')",23,0,1,6,0,0.021577380952380952,0.2934143082976281,0,1,0,0,0.0,0.0
"('i06', 'e02', 'c3', 'p16', 'l1')",23,0,1,2,0,0.005952380952380952,0.08008109551829588,0,1,0,0,0.0,0.0
"('i110', 'e03', 'c1', 'p10', 'l3')",23,0,0,17,0,0.029513888888888888,0.5082376586443016,0,0,1,0,0.001984126984126984,0.04449932835715438
"('i14', 'e13', 'c3', 'p18', 'l3')",23,0,1,4,0,0.00818452380952381,0.12473176648316715,0,1,0,0,0.0,0.0
"('i46', 'e13', 'c1', 'p24', 'l3')",23,0,1,5,0,0.007688492063492063,0.12275933913050313,0,1,0,0,0.0,0.0
"('i01', 'e05', 'c1', 'p03', 'l3')",22,0,1,3,0,0.005952380952380952,0.08605257318333905,0,1,0,0,0.0,0.0
"('i07', 'e11', 'c5', 'p23', 'l3')",22,0,0,53,0,0.08209325396825397,1.6204780744324792,0,0,4,0,0.006696428571428571,0.12482050250014119
"('i99', 'e05', 'c5', 'p10', 'l3')",22,0,1,3,0,0.006944444444444444,0.1018255437403832,0,1,0,0,0.0,0.0
"('i21', 'e03', 'c4', 'p19', 'l3')",22,0,1,3,0,0.007688492063492063,0.11220381728621869,0,1,0,0,0.0,0.0
"('i05', 'e07', 'c4', 'p21', 'l3')",22,0,1,10,0,0.01240079365079365,0.22348473474946062,0,1,0,0,0.0,0.0
"('i11', 'e09', 'c4', 'p04', 'l3')",22,0,0,4,0,0.007192460317460317,0.11223670539708158,0,1,0,0,0.0,0.0
"('i14', 'e02', 'c3', 'p07', 'l3')",22,0,1,2,0,0.005952380952380952,0.08312047645100559,0,1,0,0,0.0,0.0
"('i38', 'e10', 'c4', 'p33', 'l2')",22,0,1,23,0,0.01984126984126984,0.43255788515652555,0,1,1,0,0.001240079365079365,0.03519291929135276
"('i11', 'e09', 'c4', 'p24', 'l3')",22,0,0,2,0,0.006200396825396825,0.08746454791914077,0,1,0,0,0.0,0.0
"('i14', 'e08', 'c8', 'p18', 'l3')",22,0,0,97,0,0.14508928571428573,2.663508302994998,0,1,8,0,0.008928571428571428,0.23447772692042357
"('i05', 'e07', 'c1', 'p34', 'l3')",22,0,1,4,0,0.008680555555555556,0.1324151612896873,0,1,0,0,0.0,0.0
"('i14', 'e08', 'c8', 'p24', 'l3')",22,0,0,69,0,0.09846230158730158,1.838595698738605,0,0,5,0,0.005208333333333333,0.10313852725132072
"('i45', 'e01', 'c1', 'p18', 'l3')",22,0,1,50,0,0.05853174603174603,1.451274285095512,0,1,2,0,0.004712301587301587,0.07860146970093587
"('i05', 'e11', 'c1', 'p25', 'l3')",22,0,1,12,0,0.008680555555555556,0.2057555886020139,0,1,0,0,0.0,0.0
"('i11', 'e09', 'c4', 'p05', 'l3')",22,0,1,2,0,0.005952380952380952,0.08312047645100559,0,1,0,0,0.0,0.0
"('i19', 'e09', 'c5', 'p12', 'l3')",22,0,0,17,0,0.02132936507936508,0.4220384896626606,0,1,1,0,0.002232142857142857,0.04719280024970084
"('i43', 'e05', 'c1', 'p05', 'l3')",22,0,1,1,0,0.005456349206349206,0.07366530702907291,0,1,0,0,0.0,0.0
"('i67', 'e08', 'c5', 'p08', 'l3')",22,0,0,3,0,0.00744047619047619,0.1088549549575988,0,1,0,0,0.0,0.0
"('i62', 'e09', 'c1', 'p35', 'l3')",22,0,1,5,0,0.00744047619047619,0.1217603863948014,0,1,0,0,0.0,0.0
"('i01', 'e05', 'c1', 'p01', 'l3')",22,0,0,3,0,0.006448412698412698,0.09427083007082508,0,1,0,0,0.0,0.0
"('i16', 'e11', 'c5', 'p31', 'l3')",22,0,1,6,0,0.007192460317460317,0.12676474376029603,0,1,0,0,0.0,0.0
"('i101', 'e12', 'c1', 'p21', 'l3')",22,0,0,18,0,0.020089285714285716,0.4080577203523691,0,0,1,0,0.003720238095238095,0.060880193197400706
"('i86', 'e04', 'c5', 'p10', 'l3')",22,0,0,3,0,0.00744047619047619,0.11111000389187559,0,1,0,0,0.0,0.0
"('i27', 'e08', 'c3', 'p05', 'l3')",22,0,0,99,0,0.07762896825396826,1.900599198862401,0,1,3,0,0.004464285714285714,0.10196438995908273
"('i24', 'e08', 'c1', 'p07', 'l3')",22,0,1,8,0,0.011160714285714286,0.2139120729752511,0,1,0,0,0.0,0.0
"('i48', 'e04', 'c1', 'p13', 'l3')",22,0,0,7,0,0.008432539682539682,0.15407276230413408,0,1,0,0,0.0,0.0
"('i74', 'e09', 'c5', 'p14', 'l3')",22,0,1,4,0,0.009176587301587302,0.1431820788570057,0,1,0,0,0.0,0.0
"('i47', 'e09', 'c1', 'p16', 'l3')",22,0,0,10,0,0.01636904761904762,0.2933284474604691,0,1,0,0,0.0,0.0
"('i23', 'e09', 'c3', 'p04', 'l3')",22,0,0,2,0,0.008680555555555556,0.12269317914707063,0,1,0,0,0.0,0.0
"('i32', 'e08', 'c5', 'p26', 'l3')",22,0,0,14,0,0.018105158730158732,0.34706762076875725,0,1,1,0,0.002232142857142857,0.047192800249700836
"('i41', 'e11', 'c4', 'p35', 'l3')",22,0,0,19,0,0.03546626984126984,0.5921795905914606,0,1,1,0,0.000496031746031746,0.02226624572168992
"('i23', 'e03', 'c3', 'p13', 'l3')",22,0,1,2,0,0.008928571428571428,0.125671382920937,0,1,0,0,0.0,0.0
"('i76', 'e01', 'c5', 'p19', 'l3')",22,0,0,2,0,0.006448412698412698,0.09160217058678595,0,1,0,0,0.0,0.0
"('i23', 'e05', 'c5', 'p06', 'l3')",22,0,1,2,0,0.006200396825396825,0.08746454791914077,0,1,0,0,0.0,0.0
"('i76', 'e09', 'c5', 'p19', 'l3')",22,0,1,4,0,0.007192460317460317,0.11000475577155533,0,1,0,0,0.0,0.0
"('i06', 'e07', 'c3', 'p15', 'l2')",22,0,1,51,0,0.022569444444444444,0.8260014035037521,0,1,2,0,0.005456349206349206,0.08608544850213981
"('i23', 'e02', 'c5', 'p19', 'l3')",22,0,1,1,0,0.005456349206349206,0.07366530702907291,0,1,0,0,0.0,0.0
"('i50', 'e01', 'c1', 'p24', 'l3')",22,0,1,5,0,0.013888888888888888,0.22450464774848242,0,1,0,0,0.0,0.0
"('i38', 'e04', 'c7', 'p12', 'l1')",22,0,1,10,0,0.013392857142857142,0.2446231236972341,0,1,0,0,0.0,0.0
"('i25', 'e01', 'c5', 'p17', 'l3')",22,0,0,8,0,0.008928571428571428,0.16642733666685494,0,1,0,0,0.0,0.0
"('i38', 'e10', 'c7', 'p25', 'l2')",22,0,1,8,0,0.01984126984126984,0.28712998031969333,0,1,0,0,0.0,0.0
"('i111', 'e04', 'c1', 'p19', 'l3')",22,0,1,2,0,0.006448412698412698,0.09160217058678595,0,1,0,0,0.0,0.0
"('i66', 'e01', 'c3', 'p28', 'l3')",22,0,0,4,0,0.006696428571428571,0.10305260978776955,0,1,0,0,0.0,0.0
"('i03', 'e04', 'c5', 'p31', 'l3')",22,0,0,9,0,0.01636904761904762,0.282122607018928,0,1,0,0,0.0,0.0
"('i16', 'e05', 'c3', 'p11', 'l3')",22,0,0,4,0,0.007688492063492063,0.11654080875668675,0,1,0,0,0.0,0.0
"('i74', 'e01', 'c5', 'p35', 'l3')",22,0,1,8,0,0.012896825396825396,0.21554734055809624,0,1,0,0,0.0,0.0
"('i05', 'e12', 'c4', 'p14', 'l3')",22,0,0,17,0,0.014632936507936508,0.3228011147887152,0,1,0,0,0.0,0.0
"('i05', 'e09', 'c4', 'p15', 'l3')",22,0,0,4,0,0.009672619047619048,0.14825603913221322,0,1,0,0,0.0,0.0
"('i14', 'e05', 'c8', 'p15', 'l3')",22,0,0,2,0,0.006200396825396825,0.08746454791914077,0,1,0,0,0.0,0.0
"('i43', 'e11', 'c1', 'p02', 'l3')",22,0,1,4,0,0.007192460317460317,0.11223670539708158,0,1,0,0,0.0,0.0
"('i14', 'e12', 'c3', 'p18', 'l3')",22,0,1,691,0,0.2544642857142857,11.652211704643696,0,1,34,0,0.018105158730158732,0.6251345734906903
"('i14', 'e05', 'c3', 'p08', 'l3')",22,0,1,3,0,0.00744047619047619,0.11332018668747575,0,1,0,0,0.0,0.0
"('i14', 'e11', 'c8', 'p16', 'l3')",22,0,0,24,0,0.03695436507936508,0.6590889650043231,0,0,2,0,0.006448412698412698,0.10891822564857019
"('i06', 'e02', 'c3', 'p07', 'l1')",22,0,1,1,0,0.005456349206349206,0.07366530702907291,0,1,0,0,0.0,0.0
"('i10', 'e05', 'c3', 'p26', 'l3')",22,0,0,2,0,0.005704365079365079,0.07853570553855198,0,1,0,0,0.0,0.0
"('i38', 'e11', 'c7', 'p23', 'l2')",22,0,1,1,0,0.005456349206349206,0.07366530702907291,0,1,0,0,0.0,0.0
"('i25', 'e04', 'c5', 'p05', 'l3')",22,0,1,17,0,0.020833333333333332,0.41970617556753176,0,1,1,0,0.002728174603174603,0.05216063330241684
"('i05', 'e05', 'c1', 'p23', 'l3')",22,0,1,1,0,0.005456349206349206,0.07366530702907291,0,1,0,0,0.0,0.0
"('i45', 'e01', 'c1', 'p23', 'l3')",22,0,0,2,0,0.005704365079365079,0.07853570553855198,0,1,0,0,0.0,0.0
"('i06', 'e02', 'c3', 'p29', 'l1')",22,0,1,4,0,0.006200396825396825,0.09559363148659492,0,1,0,0,0.0,0.0
"('i32', 'e01', 'c5', 'p28', 'l3')",22,0,0,4,0,0.006696428571428571,0.10305260978776955,0,1,0,0,0.0,0.0
"('i25', 'e09', 'c5', 'p15', 'l3')",22,0,1,8,0,0.009176587301587302,0.1700989341188048,0,1,0,0,0.0,0.0
"('i79', 'e08', 'c1', 'p10', 'l3')",22,0,1,34,0,0.03249007936507937,0.7008964992631641,0,1,2,0,0.003968253968253968,0.08020390052145929
"('i38', 'e10', 'c7', 'p35', 'l4')",22,0,1,14,0,0.029265873015873016,0.43998631015187656,0,1,1,0,0.000248015873015873,0.01574656664618053
"('i51', 'e04', 'c4', 'p35', 'l3')",22,0,0,7,0,0.01240079365079365,0.21442288286883657,0,1,0,0,0.0,0.0
"('i19', 'e04', 'c3', 'p10', 'l3')",22,0,0,14,0,0.014632936507936508,0.3126533975673773,0,1,0,0,0.0,0.0
"('i134', 'e01', 'c1', 'p10', 'l3')",22,0,1,4,0,0.009424603174603174,0.14574135286309903,0,1,0,0,0.0,0.0
"('i43', 'e10', 'c1', 'p10', 'l4')",22,0,0,20,0,0.05084325396825397,0.748440364624287,0,1,0,0,0.0,0.0
"('i02', 'e04', 'c4', 'p02', 'l3')",22,0,0,6,0,0.011160714285714286,0.17571972736040986,0,1,0,0,0.0,0.0
"('i24', 'e01', 'c1', 'p22', 'l3')",22,0,0,11,0,0.01066468253968254,0.21509354430176664,0,1,0,0,0.0,0.0
"('i38', 'e04', 'c7', 'p14', 'l1')",22,0,1,6,0,0.014136904761904762,0.22282580281453784,0,1,0,0,0.0,0.0
"('i25', 'e09', 'c5', 'p16', 'l3')",22,0,1,9,0,0.010168650793650794,0.19066969311972504,0,1,0,0,0.0,0.0
"('i34', 'e01', 'c3', 'p05', 'l3')",22,0,0,6,0,0.008928571428571428,0.15242628603930808,0,1,0,0,0.0,0.0
"('i02', 'e05', 'c1', 'p25', 'l3')",22,0,1,6,0,0.007936507936507936,0.14063527894182026,0,1,0,0,0.0,0.0
"('i25', 'e05', 'c5', 'p10', 'l3')",22,0,0,6,0,0.008432539682539682,0.14235938276700968,0,1,0,0,0.0,0.0
"('i23', 'e10', 'c5', 'p12', 'l3')",22,0,0,58,0,0.05927579365079365,1.252263138317445,0,1,2,0,0.000992063492063492,0.04453249144337984
"('i33', 'e08', 'c1', 'p28', 'l3')",22,0,0,29,0,0.03968253968253968,0.7575104761263497,0,0,2,0,0.00496031746031746,0.09169479229068876
"('i33', 'e01', 'c1', 'p09', 'l3')",22,0,1,5,0,0.011160714285714286,0.17287382419427555,0,1,0,0,0.0,0.0
"('i33', 'e09', 'c1', 'p09', 'l3')",22,0,1,7,0,0.01066468253968254,0.18669896261513047,0,1,0,0,0.0,0.0
"('i14', 'e13', 'c3', 'p05', 'l3')",22,0,1,2,0,0.005952380952380952,0.0831204764510056,0,1,0,0,0.0,0.0
"('i05', 'e05', 'c1', 'p02', 'l3')",21,0,1,3,0,0.005704365079365079,0.0846163136546472,0,1,0,0,0.0,0.0
"('i03', 'e12', 'c5', 'p16', 'l3')",21,0,1,97,0,0.047371031746031744,1.8766495477402956,0,0,3,0,0.006200396825396825,0.09815382889539591
"('i59', 'e04', 'c5', 'p19', 'l3')",21,0,1,28,0,0.036210317460317464,0.7124727253291837,0,1,2,0,0.004216269841269841,0.0875826188927784
"('i31', 'e09', 'c1', 'p18', 'l3')",21,0,0,12,0,0.015128968253968254,0.28870826715894304,0,1,0,0,0.0,0.0
"('i05', 'e09', 'c4', 'p12', 'l3')",21,0,0,7,0,0.012896825396825396,0.21439361995086556,0,1,0,0,0.0,0.0
"('i34', 'e09', 'c3', 'p01', 'l3')",21,0,1,12,0,0.011408730158730158,0.23542598928691125,0,1,0,0,0.0,0.0
"('i05', 'e12', 'c4', 'p29', 'l3')",21,0,0,18,0,0.014632936507936508,0.338551659832741,0,0,1,0,0.003224206349206349,0.0566904828222876
"('i20', 'e02', 'c5', 'p11', 'l3')",21,0,1,2,0,0.005456349206349206,0.07695849014708724,0,1,0,0,0.0,0.0
"('i23', 'e08', 'c3', 'p07', 'l3')",21,0,0,45,0,0.046130952380952384,1.0036416384382572,0,1,3,0,0.00496031746031746,0.09947879257071723
"('i47', 'e01', 'c1', 'p02', 'l3')",21,0,0,5,0,0.008680555555555556,0.14493445815814857,0,1,0,0,0.0,0.0
"('i46', 'e09', 'c7', 'p15', 'l3')",21,0,0,4,0,0.008680555555555556,0.1379197961768692,0,1,0,0,0.0,0.0
"('i34', 'e08', 'c3', 'p09', 'l3')",21,0,0,72,0,0.06125992063492063,1.5404490686922805,0,1,4,0,0.004464285714285714,0.09697769500078046
"('i02', 'e06', 'c1', 'p06', 'l3')",21,0,1,1,0,0.005208333333333333,0.07198059875565237,0,1,0,0,0.0,0.0
"('i20', 'e01', 'c5', 'p16', 'l3')",21,0,1,1,0,0.005208333333333333,0.07198059875565237,0,1,0,0,0.0,0.0
"('i23', 'e12', 'c5', 'p08', 'l3')",21,0,1,263,0,0.18427579365079366,5.955066601266957,0,1,10,0,0.007192460317460317,0.17451137755325333
"('i34', 'e01', 'c3', 'p22', 'l3')",21,0,0,10,0,0.013888888888888888,0.257439998317445,0,1,0,0,0.0,0.0
"('i48', 'e08', 'c1', 'p09', 'l3')",21,0,1,18,0,0.013888888888888888,0.32551173929095983,0,1,0,0,0.0,0.0
"('i02', 'e05', 'c1', 'p22', 'l3')",21,0,1,8,0,0.008928571428571428,0.17083955522102576,0,1,0,0,0.0,0.0
"('i32', 'e01', 'c5', 'p18', 'l3')",21,0,1,2,0,0.006200396825396825,0.09025563078684574,0,1,0,0,0.0,0.0
"('i01', 'e05', 'c1', 'p11', 'l3')",21,0,1,3,0,0.005704365079365079,0.0846163136546472,0,1,0,0,0.0,0.0
"('i23', 'e12', 'c5', 'p32', 'l3')",21,0,1,7,0,0.009176587301587302,0.16566699173419625,0,1,0,0,0.0,0.0
"('i16', 'e09', 'c3', 'p13', 'l3')",21,0,0,2,0,0.005704365079365079,0.08163264537223994,0,1,0,0,0.0,0.0
"('i06', 'e05', 'c3', 'p22', 'l1')",21,0,1,6,0,0.007688492063492063,0.1343355716850468,0,1,0,0,0.0,0.0
"('i03', 'e12', 'c5', 'p05', 'l3')",21,0,0,80,0,0.03447420634920635,1.3901767121489825,0,0,2,0,0.005456349206349206,0.0831545109887781
"('i38', 'e08', 'c7', 'p15', 'l2')",21,0,1,19,0,0.018353174603174604,0.4505953582262042,0,1,1,0,0.002728174603174603,0.05216063330241683
"('i39', 'e04', 'c3', 'p12', 'l3')",21,0,0,7,0,0.012896825396825396,0.21783645129714038,0,1,0,0,0.0,0.0
"('i73', 'e09', 'c3', 'p19', 'l3')",21,0,0,2,0,0.005456349206349206,0.07695849014708724,0,1,0,0,0.0,0.0
"('i81', 'e01', 'c5', 'p04', 'l3')",21,0,0,7,0,0.008432539682539682,0.1556741720069773,0,1,0,0,0.0,0.0
"('i31', 'e04', 'c1', 'p11', 'l3')",21,0,1,8,0,0.014384920634920634,0.253529487520592,0,1,0,0,0.0,0.0
"('i43', 'e11', 'c1', 'p24', 'l3')",21,0,0,9,0,0.015625,0.2654060722450106,0,1,0,0,0.0,0.0
"('i89', 'e04', 'c1', 'p25', 'l3')",21,0,1,9,0,0.015873015873015872,0.29250904162194213,0,1,0,0,0.0,0.0
"('i03', 'e02', 'c5', 'p19', 'l3')",21,0,0,1,0,0.005208333333333333,0.07198059875565237,0,1,0,0,0.0,0.0
"('i31', 'e12', 'c1', 'p29', 'l3')",21,0,0,4,0,0.006448412698412698,0.10185815941954586,0,1,0,0,0.0,0.0
"('i36', 'e02', 'c5', 'p35', 'l3')",21,0,1,2,0,0.006200396825396825,0.09025563078684574,0,1,0,0,0.0,0.0
"('i42', 'e05', 'c3', 'p26', 'l3')",21,0,0,1,0,0.005208333333333333,0.07198059875565237,0,1,0,0,0.0,0.0
"('i38', 'e01', 'c7', 'p03', 'l3')",21,0,1,10,0,0.015376984126984126,0.28740363593117624,0,1,0,0,0.0,0.0
"('i14', 'e05', 'c3', 'p33', 'l3')",21,0,1,9,0,0.00992063492063492,0.1926238872911468,0,1,0,0,0.0,0.0
"('i25', 'e04', 'c5', 'p28', 'l3')",21,0,0,3,0,0.00818452380952381,0.12473176648316715,0,1,0,0,0.0,0.0
"('i31', 'e07', 'c1', 'p10', 'l3')",21,0,0,6,0,0.011408730158730158,0.18330302672439427,0,1,0,0,0.0,0.0
"('i23', 'e11', 'c5', 'p14', 'l3')",21,0,0,3,0,0.006200396825396825,0.09296295302303581,0,1,0,0,0.0,0.0
"('i42', 'e12', 'c3', 'p15', 'l3')",21,0,0,354,0,0.12425595238095238,5.607816517435154,0,0,12,0,0.034722222222222224,0.5711176058089114
"('i14', 'e11', 'c8', 'p10', 'l3')",21,0,0,25,0,0.05009920634920635,0.9013713043209988,0,0,2,0,0.003720238095238095,0.0754355679230946
"('i46', 'e05', 'c4', 'p01', 'l3')",21,0,0,2,0,0.005952380952380952,0.08605257318333905,0,1,0,0,0.0,0.0
"('i99', 'e04', 'c5', 'p35', 'l3')",21,0,1,2,0,0.005456349206349206,0.07695849014708724,0,1,0,0,0.0,0.0
"('i06', 'e07', 'c3', 'p21', 'l2')",21,0,1,4,0,0.007688492063492063,0.11864987084567089,0,1,0,0,0.0,0.0
"('i46', 'e06', 'c1', 'p33', 'l3')",21,0,0,2,0,0.005456349206349206,0.07695849014708724,0,1,0,0,0.0,0.0
"('i14', 'e05', 'c3', 'p24', 'l3')",21,0,1,6,0,0.00992063492063492,0.17928648720646786,0,1,0,0,0.0,0.0
"('i42', 'e12', 'c3', 'p05', 'l3')",21,0,1,10,0,0.03993055555555555,0.6080175265876689,0,1,1,0,0.000744047619047619,0.027267086609834377
"('i14', 'e12', 'c3', 'p14', 'l3')",21,0,1,3,0,0.005952380952380952,0.08888800311350047,0,1,0,0,0.0,0.0
"('i59', 'e09', 'c5', 'p19', 'l3')",21,0,1,11,0,0.025297619047619048,0.4194607634306493,0,1,1,0,0.000744047619047619,0.027267086609834373
"('i46', 'e12', 'c1', 'p29', 'l3')",21,0,0,4,0,0.00744047619047619,0.1217603863948014,0,1,0,0,0.0,0.0
"('i05', 'e04', 'c4', 'p13', 'l3')",21,0,1,4,0,0.007688492063492063,0.12275933913050315,0,1,0,0,0.0,0.0
"('i47', 'e01', 'c1', 'p32', 'l3')",21,0,0,5,0,0.009424603174603174,0.15239642029422254,0,1,0,0,0.0,0.0
"('i23', 'e09', 'c3', 'p10', 'l3')",21,0,1,6,0,0.00992063492063492,0.17508726183460555,0,1,0,0,0.0,0.0
"('i111', 'e09', 'c1', 'p09', 'l3')",21,0,0,6,0,0.007936507936507936,0.1388605413247833,0,1,0,0,0.0,0.0
"('i81', 'e01', 'c5', 'p21', 'l3')",21,0,0,2,0,0.006448412698412698,0.09427083007082508,0,1,0,0,0.0,0.0
"('i03', 'e05', 'c5', 'p16', 'l3')",21,0,1,2,0,0.005456349206349206,0.07695849014708725,0,1,0,0,0.0,0.0
"('i23', 'e09', 'c3', 'p07', 'l3')",21,0,0,6,0,0.012648809523809524,0.2031222745325613,0,1,0,0,0.0,0.0
"('i06', 'e07', 'c3', 'p16', 'l2')",21,0,0,40,0,0.026041666666666668,0.7744470673768807,0,0,2,0,0.005952380952380952,0.09430344951044559
"('i46', 'e12', 'c1', 'p16', 'l3')",21,0,0,3,0,0.007192460317460317,0.10772657307427816,0,1,0,0,0.0,0.0
"('i31', 'e12', 'c1', 'p17', 'l3')",21,0,0,3,0,0.00744047619047619,0.11111000389187559,0,1,0,0,0.0,0.0
"('i25', 'e03', 'c5', 'p23', 'l3')",21,0,1,18,0,0.011656746031746032,0.3252182314227312,0,1,0,0,0.0,0.0
"('i27', 'e09', 'c3', 'p03', 'l3')",21,0,0,4,0,0.006696428571428571,0.1077585443300613,0,1,0,0,0.0,0.0
"('i17', 'e04', 'c3', 'p35', 'l3')",21,0,0,15,0,0.03695436507936508,0.6658279321409108,0,0,2,0,0.005952380952380952,0.09163573999012294
"('i58', 'e08', 'c5', 'p35', 'l3')",21,0,0,60,0,0.06994047619047619,1.5192446680953933,0,1,4,0,0.004216269841269841,0.10556011251575986
"('i63', 'e10', 'c4', 'p35', 'l3')",21,0,0,6,0,0.015625,0.2398823832374908,0,1,0,0,0.0,0.0
"('i03', 'e10', 'c3', 'p03', 'l3')",21,0,0,6,0,0.012896825396825396,0.19878684960837698,0,1,0,0,0.0,0.0
"('i16', 'e09', 'c3', 'p15', 'l3')",21,0,0,3,0,0.008680555555555556,0.13052870639572797,0,1,0,0,0.0,0.0
"('i58', 'e12', 'c5', 'p35', 'l3')",21,0,0,4,0,0.010912698412698412,0.16329919564733864,0,1,0,0,0.0,0.0
"('i41', 'e05', 'c1', 'p28', 'l3')",21,0,1,3,0,0.006448412698412698,0.09939342480418849,0,1,0,0,0.0,0.0
"('i45', 'e01', 'c1', 'p29', 'l3')",21,0,1,48,0,0.025297619047619048,0.8567281052606699,0,1,2,0,0.004712301587301587,0.07201477311693516
"('i06', 'e09', 'c3', 'p26', 'l2')",21,0,1,8,0,0.013888888888888888,0.24661509184828262,0,1,0,0,0.0,0.0
